Reactivo,Unidad,Concentracion de reactivo,Concentracion de titulante,pH
KH2PO4,g/L,5.00,0.05078,7.50
KH2PO4,g/L,5.00,0.05123,7.51
KH2PO4,g/L,5.00,0.05168,7.57
KH2PO4,g/L,5.00,0.05213,7.63
KH2PO4,g/L,5.00,0.05258,7.65
KH2PO4,g/L,5.00,0.05303,7.69
KH2PO4,g/L,5.00,0.05348,7.70
KH2PO4,g/L,5.00,0.05393,7.82
KH2PO4,g/L,5.00,0.05437,7.83
KH2PO4,g/L,5.00,0.05482,7.84
KH2PO4,g/L,5.00,0.05527,7.86
KH2PO4,g/L,5.00,0.05571,7.87
KH2PO4,g/L,5.00,0.05616,7.88
KH2PO4,g/L,5.00,0.0566,7.90
KH2PO4,g/L,5.00,0.05705,7.91
KH2PO4,g/L,5.00,0.05749,7.93
KH2PO4,g/L,5.00,0.05794,7.95
KH2PO4,g/L,5.00,0.05838,7.98
KH2PO4,g/L,5.00,0.05882,8.00
KH2PO4,g/L,5.00,0.05927,8.04
KH2PO4,g/L,5.00,0.05971,8.09
KH2PO4,g/L,5.00,0.06015,8.13
KH2PO4,g/L,5.00,0.06059,8.16
KH2PO4,g/L,5.00,0.06103,8.18
KH2PO4,g/L,5.00,0.06147,8.20
KH2PO4,g/L,5.00,0.06191,8.21
KH2PO4,g/L,5.00,0.06235,8.22
KH2PO4,g/L,5.00,0.06279,8.24
KH2PO4,g/L,5.00,0.06323,8.25
KH2PO4,g/L,5.00,0.06367,8.27
KH2PO4,g/L,5.00,0.06411,8.33
KH2PO4,g/L,5.00,0.06455,8.39
KH2PO4,g/L,5.00,0.06498,8.44
KH2PO4,g/L,5.00,0.06542,8.46
KH2PO4,g/L,5.00,0.06586,8.62
KH2PO4,g/L,5.00,0.06629,8.75
KH2PO4,g/L,5.00,0.06673,8.81
KH2PO4,g/L,5.00,0.06716,9.00
K2HPO4,g/L,1.00,-0.03115,3.00
K2HPO4,g/L,1.00,-0.02981,3.03
K2HPO4,g/L,1.00,-0.02847,3.07
K2HPO4,g/L,1.00,-0.02713,3.09
K2HPO4,g/L,1.00,-0.02579,3.16
K2HPO4,g/L,1.00,-0.02444,3.23
K2HPO4,g/L,1.00,-0.02309,3.27
K2HPO4,g/L,1.00,-0.02175,3.32
K2HPO4,g/L,1.00,-0.0204,3.38
K2HPO4,g/L,1.00,-0.01905,3.73
K2HPO4,g/L,1.00,-0.01769,3.91
K2HPO4,g/L,1.00,-0.01634,4.08
K2HPO4,g/L,1.00,-0.01499,5.40
K2HPO4,g/L,1.00,-0.01363,5.67
K2HPO4,g/L,1.00,-0.01227,6.10
K2HPO4,g/L,1.00,-0.01092,6.19
K2HPO4,g/L,1.00,-0.00956,6.33
K2HPO4,g/L,1.00,-0.0082,6.49
K2HPO4,g/L,1.00,-0.00683,6.65
K2HPO4,g/L,1.00,-0.00547,6.81
K2HPO4,g/L,1.00,-0.0041,7.00
K2HPO4,g/L,1.00,-0.00274,7.22
K2HPO4,g/L,1.00,-0.00137,7.59
K2HPO4,g/L,1.00,0,8.03
K2HPO4,g/L,1.00,0.0005,8.83
K2HPO4,g/L,1.00,0.001,9.37
K2HPO4,g/L,1.00,0.0015,9.63
K2HPO4,g/L,1.00,0.002,9.79
K2HPO4,g/L,1.00,0.00249,9.91
K2HPO4,g/L,1.00,0.00299,10.01
K2HPO4,g/L,3.00,-0.08239,3.00
K2HPO4,g/L,3.00,-0.0811,3.02
K2HPO4,g/L,3.00,-0.07981,3.05
K2HPO4,g/L,3.00,-0.07851,3.09
K2HPO4,g/L,3.00,-0.07722,3.16
K2HPO4,g/L,3.00,-0.07593,3.17
K2HPO4,g/L,3.00,-0.07463,3.21
K2HPO4,g/L,3.00,-0.07333,3.23
K2HPO4,g/L,3.00,-0.07204,3.39
K2HPO4,g/L,3.00,-0.07074,3.55
K2HPO4,g/L,3.00,-0.06943,3.70
K2HPO4,g/L,3.00,-0.06813,3.86
K2HPO4,g/L,3.00,-0.06683,3.93
K2HPO4,g/L,3.00,-0.06552,4.33
K2HPO4,g/L,3.00,-0.06422,4.73
K2HPO4,g/L,3.00,-0.06291,5.09
K2HPO4,g/L,3.00,-0.0616,5.31
K2HPO4,g/L,3.00,-0.06029,5.52
K2HPO4,g/L,3.00,-0.05898,5.64
K2HPO4,g/L,3.00,-0.05767,5.76
K2HPO4,g/L,3.00,-0.05636,5.82
K2HPO4,g/L,3.00,-0.05504,5.93
K2HPO4,g/L,3.00,-0.05373,6.00
K2HPO4,g/L,3.00,-0.05241,6.05
K2HPO4,g/L,3.00,-0.05109,6.13
K2HPO4,g/L,3.00,-0.04977,6.17
K2HPO4,g/L,3.00,-0.04845,6.21
K2HPO4,g/L,3.00,-0.04713,6.26
K2HPO4,g/L,3.00,-0.0458,6.30
K2HPO4,g/L,3.00,-0.04448,6.35
K2HPO4,g/L,3.00,-0.04315,6.38
K2HPO4,g/L,3.00,-0.04182,6.41
K2HPO4,g/L,3.00,-0.04049,6.44
K2HPO4,g/L,3.00,-0.03916,6.46
K2HPO4,g/L,3.00,-0.03783,6.49
K2HPO4,g/L,3.00,-0.0365,6.52
K2HPO4,g/L,3.00,-0.03516,6.59
K2HPO4,g/L,3.00,-0.03383,6.64
K2HPO4,g/L,3.00,-0.03249,6.67
K2HPO4,g/L,3.00,-0.03115,6.70
K2HPO4,g/L,3.00,-0.02981,6.74
K2HPO4,g/L,3.00,-0.02847,6.77
K2HPO4,g/L,3.00,-0.02713,6.83
K2HPO4,g/L,3.00,-0.02579,6.87
K2HPO4,g/L,3.00,-0.02444,6.90
K2HPO4,g/L,3.00,-0.02309,6.96
K2HPO4,g/L,3.00,-0.02175,6.98
K2HPO4,g/L,3.00,-0.0204,7.04
K2HPO4,g/L,3.00,-0.01905,7.09
K2HPO4,g/L,3.00,-0.01769,7.12
K2HPO4,g/L,3.00,-0.01634,7.17
K2HPO4,g/L,3.00,-0.01499,7.25
K2HPO4,g/L,3.00,-0.01363,7.30
K2HPO4,g/L,3.00,-0.01227,7.39
K2HPO4,g/L,3.00,-0.01092,7.48
K2HPO4,g/L,3.00,-0.00956,7.52
K2HPO4,g/L,3.00,-0.0082,7.56
K2HPO4,g/L,3.00,-0.00683,7.66
K2HPO4,g/L,3.00,-0.00547,7.77
K2HPO4,g/L,3.00,-0.0041,7.91
K2HPO4,g/L,3.00,-0.00274,8.08
K2HPO4,g/L,3.00,-0.00137,8.33
K2HPO4,g/L,3.00,0,8.79
K2HPO4,g/L,3.00,0.0005,9.30
K2HPO4,g/L,3.00,0.001,9.68
K2HPO4,g/L,3.00,0.0015,9.90
K2HPO4,g/L,3.00,0.002,10.22
K2HPO4,g/L,5.00,-0.15021,3.00
K2HPO4,g/L,5.00,-0.14898,3.02
K2HPO4,g/L,5.00,-0.14776,3.04
K2HPO4,g/L,5.00,-0.14653,3.05
K2HPO4,g/L,5.00,-0.1453,3.07
K2HPO4,g/L,5.00,-0.14407,3.08
K2HPO4,g/L,5.00,-0.14284,3.10
K2HPO4,g/L,5.00,-0.14161,3.11
K2HPO4,g/L,5.00,-0.14038,3.14
K2HPO4,g/L,5.00,-0.13915,3.16
K2HPO4,g/L,5.00,-0.13791,3.19
K2HPO4,g/L,5.00,-0.13667,3.22
K2HPO4,g/L,5.00,-0.13544,3.24
K2HPO4,g/L,5.00,-0.1342,3.28
K2HPO4,g/L,5.00,-0.13296,3.31
K2HPO4,g/L,5.00,-0.13172,3.36
K2HPO4,g/L,5.00,-0.13048,3.41
K2HPO4,g/L,5.00,-0.12923,3.44
K2HPO4,g/L,5.00,-0.12799,3.55
K2HPO4,g/L,5.00,-0.12674,3.57
K2HPO4,g/L,5.00,-0.1255,3.61
K2HPO4,g/L,5.00,-0.12425,3.69
K2HPO4,g/L,5.00,-0.123,3.74
K2HPO4,g/L,5.00,-0.12175,3.79
K2HPO4,g/L,5.00,-0.1205,3.93
K2HPO4,g/L,5.00,-0.11924,4.17
K2HPO4,g/L,5.00,-0.11799,4.93
K2HPO4,g/L,5.00,-0.11674,5.04
K2HPO4,g/L,5.00,-0.11548,5.15
K2HPO4,g/L,5.00,-0.11422,5.28
K2HPO4,g/L,5.00,-0.11296,5.46
K2HPO4,g/L,5.00,-0.1117,5.63
K2HPO4,g/L,5.00,-0.11044,5.70
K2HPO4,g/L,5.00,-0.10918,5.77
K2HPO4,g/L,5.00,-0.10792,5.83
K2HPO4,g/L,5.00,-0.10665,5.85
K2HPO4,g/L,5.00,-0.10538,5.91
K2HPO4,g/L,5.00,-0.10412,5.96
K2HPO4,g/L,5.00,-0.10285,6.02
K2HPO4,g/L,5.00,-0.10158,6.05
K2HPO4,g/L,5.00,-0.10031,6.07
K2HPO4,g/L,5.00,-0.09904,6.10
K2HPO4,g/L,5.00,-0.09776,6.13
K2HPO4,g/L,5.00,-0.09649,6.16
K2HPO4,g/L,5.00,-0.09521,6.17
K2HPO4,g/L,5.00,-0.09394,6.19
K2HPO4,g/L,5.00,-0.09266,6.22
K2HPO4,g/L,5.00,-0.09138,6.25
K2HPO4,g/L,5.00,-0.0901,6.29
K2HPO4,g/L,5.00,-0.08881,6.31
K2HPO4,g/L,5.00,-0.08753,6.34
K2HPO4,g/L,5.00,-0.08625,6.35
K2HPO4,g/L,5.00,-0.08496,6.36
K2HPO4,g/L,5.00,-0.08367,6.38
K2HPO4,g/L,5.00,-0.08239,6.41
K2HPO4,g/L,5.00,-0.0811,6.42
K2HPO4,g/L,5.00,-0.07981,6.46
K2HPO4,g/L,5.00,-0.07851,6.49
K2HPO4,g/L,5.00,-0.07722,6.52
K2HPO4,g/L,5.00,-0.07593,6.54
K2HPO4,g/L,5.00,-0.07463,6.55
K2HPO4,g/L,5.00,-0.07333,6.57
K2HPO4,g/L,5.00,-0.07204,6.59
K2HPO4,g/L,5.00,-0.07074,6.62
K2HPO4,g/L,5.00,-0.06943,6.64
K2HPO4,g/L,5.00,-0.06813,6.67
K2HPO4,g/L,5.00,-0.06683,6.68
K2HPO4,g/L,5.00,-0.06552,6.70
K2HPO4,g/L,5.00,-0.06422,6.72
K2HPO4,g/L,5.00,-0.06291,6.73
K2HPO4,g/L,5.00,-0.0616,6.74
K2HPO4,g/L,5.00,-0.06029,6.76
K2HPO4,g/L,5.00,-0.05898,6.77
K2HPO4,g/L,5.00,-0.05767,6.79
K2HPO4,g/L,5.00,-0.05636,6.81
K2HPO4,g/L,5.00,-0.05504,6.83
K2HPO4,g/L,5.00,-0.05373,6.85
K2HPO4,g/L,5.00,-0.05241,6.87
K2HPO4,g/L,5.00,-0.05109,6.90
K2HPO4,g/L,5.00,-0.04977,6.91
K2HPO4,g/L,5.00,-0.04845,6.93
K2HPO4,g/L,5.00,-0.04713,6.94
K2HPO4,g/L,5.00,-0.0458,6.96
K2HPO4,g/L,5.00,-0.04448,6.98
K2HPO4,g/L,5.00,-0.04315,7.00
K2HPO4,g/L,5.00,-0.04182,7.02
K2HPO4,g/L,5.00,-0.04049,7.05
K2HPO4,g/L,5.00,-0.03916,7.08
K2HPO4,g/L,5.00,-0.03783,7.11
K2HPO4,g/L,5.00,-0.0365,7.13
K2HPO4,g/L,5.00,-0.03516,7.15
K2HPO4,g/L,5.00,-0.03383,7.17
K2HPO4,g/L,5.00,-0.03249,7.18
K2HPO4,g/L,5.00,-0.03115,7.21
K2HPO4,g/L,5.00,-0.02981,7.24
K2HPO4,g/L,5.00,-0.02847,7.28
K2HPO4,g/L,5.00,-0.02713,7.31
K2HPO4,g/L,5.00,-0.02579,7.36
K2HPO4,g/L,5.00,-0.02444,7.39
K2HPO4,g/L,5.00,-0.02309,7.40
K2HPO4,g/L,5.00,-0.02175,7.42
K2HPO4,g/L,5.00,-0.0204,7.46
K2HPO4,g/L,5.00,-0.01905,7.49
K2HPO4,g/L,5.00,-0.01769,7.52
K2HPO4,g/L,5.00,-0.01634,7.56
K2HPO4,g/L,5.00,-0.01499,7.61
K2HPO4,g/L,5.00,-0.01363,7.66
K2HPO4,g/L,5.00,-0.01227,7.74
K2HPO4,g/L,5.00,-0.01092,7.78
K2HPO4,g/L,5.00,-0.00956,7.81
K2HPO4,g/L,5.00,-0.0082,7.87
K2HPO4,g/L,5.00,-0.00683,7.96
K2HPO4,g/L,5.00,-0.00547,8.05
K2HPO4,g/L,5.00,-0.0041,8.14
K2HPO4,g/L,5.00,-0.00274,8.27
K2HPO4,g/L,5.00,-0.00137,8.42
K2HPO4,g/L,5.00,0,8.76
K2HPO4,g/L,5.00,0.0005,9.36
K2HPO4,g/L,5.00,0.001,9.60
K2HPO4,g/L,5.00,0.0015,9.78
K2HPO4,g/L,5.00,0.002,9.93
K2HPO4,g/L,5.00,0.00249,10.00
MELAZA,%,2.00,-0.12854,3.00
MELAZA,%,2.00,-0.12664,3.02
MELAZA,%,2.00,-0.12473,3.05
MELAZA,%,2.00,-0.12281,3.08
MELAZA,%,2.00,-0.12088,3.10
MELAZA,%,2.00,-0.11894,3.12
MELAZA,%,2.00,-0.117,3.16
MELAZA,%,2.00,-0.11504,3.18
MELAZA,%,2.00,-0.11308,3.20
MELAZA,%,2.00,-0.11111,3.22
MELAZA,%,2.00,-0.10913,3.25
MELAZA,%,2.00,-0.10714,3.29
MELAZA,%,2.00,-0.10515,3.31
MELAZA,%,2.00,-0.10314,3.34
MELAZA,%,2.00,-0.10112,3.36
MELAZA,%,2.00,-0.0991,3.38
MELAZA,%,2.00,-0.09707,3.43
MELAZA,%,2.00,-0.09502,3.45
MELAZA,%,2.00,-0.09297,3.48
MELAZA,%,2.00,-0.09091,3.52
MELAZA,%,2.00,-0.08884,3.55
MELAZA,%,2.00,-0.08676,3.58
MELAZA,%,2.00,-0.08467,3.62
MELAZA,%,2.00,-0.08257,3.65
MELAZA,%,2.00,-0.08046,3.67
MELAZA,%,2.00,-0.07834,3.70
MELAZA,%,2.00,-0.07621,3.72
MELAZA,%,2.00,-0.07407,3.76
MELAZA,%,2.00,-0.07193,3.81
MELAZA,%,2.00,-0.06977,3.87
MELAZA,%,2.00,-0.0676,3.90
MELAZA,%,2.00,-0.06542,3.92
MELAZA,%,2.00,-0.06323,3.96
MELAZA,%,2.00,-0.06103,4.00
MELAZA,%,2.00,-0.05882,4.03
MELAZA,%,2.00,-0.0566,4.08
MELAZA,%,2.00,-0.05437,4.12
MELAZA,%,2.00,-0.05213,4.16
MELAZA,%,2.00,-0.04988,4.20
MELAZA,%,2.00,-0.04762,4.24
MELAZA,%,2.00,-0.04535,4.28
MELAZA,%,2.00,-0.04306,4.32
MELAZA,%,2.00,-0.04077,4.36
MELAZA,%,2.00,-0.03846,4.41
MELAZA,%,2.00,-0.03614,4.45
MELAZA,%,2.00,-0.03382,4.50
MELAZA,%,2.00,-0.03148,4.55
MELAZA,%,2.00,-0.02913,4.60
MELAZA,%,2.00,-0.02676,4.65
MELAZA,%,2.00,-0.02439,4.68
MELAZA,%,2.00,-0.022,4.73
MELAZA,%,2.00,-0.01961,4.80
MELAZA,%,2.00,-0.0172,4.85
MELAZA,%,2.00,-0.01478,4.92
MELAZA,%,2.00,-0.01235,5.00
MELAZA,%,2.00,-0.0099,5.07
MELAZA,%,2.00,-0.00744,5.14
MELAZA,%,2.00,-0.00498,5.23
MELAZA,%,2.00,-0.00249,5.33
MELAZA,%,2.00,0,5.47
MELAZA,%,2.00,0.00249,5.70
MELAZA,%,2.00,0.00498,6.00
MELAZA,%,2.00,0.00744,6.34
MELAZA,%,2.00,0.0099,6.68
MELAZA,%,2.00,0.01235,7.14
MELAZA,%,2.00,0.01478,7.51
MELAZA,%,2.00,0.0172,7.84
MELAZA,%,2.00,0.01961,8.27
MELAZA,%,2.00,0.022,8.57
MELAZA,%,2.00,0.02439,8.89
MELAZA,%,2.00,0.02676,9.00
MELAZA,%,6.00,-0.30796,3.00
MELAZA,%,6.00,-0.30676,3.01
MELAZA,%,6.00,-0.30556,3.02
MELAZA,%,6.00,-0.30435,3.03
MELAZA,%,6.00,-0.30314,3.04
MELAZA,%,6.00,-0.30192,3.05
MELAZA,%,6.00,-0.3007,3.06
MELAZA,%,6.00,-0.29947,3.07
MELAZA,%,6.00,-0.29825,3.07
MELAZA,%,6.00,-0.29701,3.08
MELAZA,%,6.00,-0.29577,3.09
MELAZA,%,6.00,-0.29453,3.10
MELAZA,%,6.00,-0.29329,3.10
MELAZA,%,6.00,-0.29204,3.11
MELAZA,%,6.00,-0.29078,3.12
MELAZA,%,6.00,-0.28952,3.13
MELAZA,%,6.00,-0.28826,3.14
MELAZA,%,6.00,-0.28699,3.15
MELAZA,%,6.00,-0.28571,3.16
MELAZA,%,6.00,-0.28444,3.17
MELAZA,%,6.00,-0.28315,3.18
MELAZA,%,6.00,-0.28187,3.19
MELAZA,%,6.00,-0.28058,3.20
MELAZA,%,6.00,-0.27928,3.21
MELAZA,%,6.00,-0.27798,3.21
MELAZA,%,6.00,-0.27667,3.22
MELAZA,%,6.00,-0.27536,3.22
MELAZA,%,6.00,-0.27405,3.23
MELAZA,%,6.00,-0.27273,3.23
MELAZA,%,6.00,-0.2714,3.23
MELAZA,%,6.00,-0.27007,3.24
MELAZA,%,6.00,-0.26874,3.25
MELAZA,%,6.00,-0.2674,3.26
MELAZA,%,6.00,-0.26606,3.27
MELAZA,%,6.00,-0.26471,3.28
MELAZA,%,6.00,-0.26335,3.29
MELAZA,%,6.00,-0.26199,3.29
MELAZA,%,6.00,-0.26063,3.30
MELAZA,%,6.00,-0.25926,3.30
MELAZA,%,6.00,-0.25788,3.31
MELAZA,%,6.00,-0.25651,3.32
MELAZA,%,6.00,-0.25512,3.33
MELAZA,%,6.00,-0.25373,3.33
MELAZA,%,6.00,-0.25234,3.34
MELAZA,%,6.00,-0.25094,3.35
MELAZA,%,6.00,-0.24953,3.36
MELAZA,%,6.00,-0.24812,3.37
MELAZA,%,6.00,-0.2467,3.38
MELAZA,%,6.00,-0.24528,3.39
MELAZA,%,6.00,-0.24386,3.40
MELAZA,%,6.00,-0.24242,3.41
MELAZA,%,6.00,-0.24099,3.42
MELAZA,%,6.00,-0.23954,3.44
MELAZA,%,6.00,-0.2381,3.45
MELAZA,%,6.00,-0.23664,3.47
MELAZA,%,6.00,-0.23518,3.48
MELAZA,%,6.00,-0.23372,3.49
MELAZA,%,6.00,-0.23225,3.50
MELAZA,%,6.00,-0.23077,3.52
MELAZA,%,6.00,-0.22929,3.53
MELAZA,%,6.00,-0.2278,3.55
MELAZA,%,6.00,-0.22631,3.56
MELAZA,%,6.00,-0.22481,3.58
MELAZA,%,6.00,-0.2233,3.59
MELAZA,%,6.00,-0.22179,3.61
MELAZA,%,6.00,-0.22027,3.62
MELAZA,%,6.00,-0.21875,3.63
MELAZA,%,6.00,-0.21722,3.64
MELAZA,%,6.00,-0.21569,3.65
MELAZA,%,6.00,-0.21415,3.66
MELAZA,%,6.00,-0.2126,3.67
MELAZA,%,6.00,-0.21105,3.68
MELAZA,%,6.00,-0.20949,3.68
MELAZA,%,6.00,-0.20792,3.69
MELAZA,%,6.00,-0.20635,3.70
MELAZA,%,6.00,-0.20477,3.70
MELAZA,%,6.00,-0.20319,3.71
MELAZA,%,6.00,-0.2016,3.72
MELAZA,%,6.00,-0.2,3.73
MELAZA,%,6.00,-0.1984,3.74
MELAZA,%,6.00,-0.19679,3.75
MELAZA,%,6.00,-0.19517,3.76
MELAZA,%,6.00,-0.19355,3.77
MELAZA,%,6.00,-0.19192,3.78
MELAZA,%,6.00,-0.19028,3.79
MELAZA,%,6.00,-0.18864,3.80
MELAZA,%,6.00,-0.18699,3.80
MELAZA,%,6.00,-0.18534,3.81
MELAZA,%,6.00,-0.18367,3.82
MELAZA,%,6.00,-0.182,3.83
MELAZA,%,6.00,-0.18033,3.84
MELAZA,%,6.00,-0.17864,3.85
MELAZA,%,6.00,-0.17695,3.86
MELAZA,%,6.00,-0.17526,3.87
MELAZA,%,6.00,-0.17355,3.88
MELAZA,%,6.00,-0.17184,3.90
MELAZA,%,6.00,-0.17012,3.92
MELAZA,%,6.00,-0.1684,3.93
MELAZA,%,6.00,-0.16667,3.94
MELAZA,%,6.00,-0.16493,3.95
MELAZA,%,6.00,-0.16318,3.96
MELAZA,%,6.00,-0.16143,3.97
MELAZA,%,6.00,-0.15966,3.98
MELAZA,%,6.00,-0.15789,3.99
MELAZA,%,6.00,-0.15612,4.01
MELAZA,%,6.00,-0.15433,4.03
MELAZA,%,6.00,-0.15254,4.04
MELAZA,%,6.00,-0.15074,4.05
MELAZA,%,6.00,-0.14894,4.06
MELAZA,%,6.00,-0.14712,4.07
MELAZA,%,6.00,-0.1453,4.08
MELAZA,%,6.00,-0.14347,4.09
MELAZA,%,6.00,-0.14163,4.11
MELAZA,%,6.00,-0.13978,4.12
MELAZA,%,6.00,-0.13793,4.13
MELAZA,%,6.00,-0.13607,4.15
MELAZA,%,6.00,-0.1342,4.17
MELAZA,%,6.00,-0.13232,4.18
MELAZA,%,6.00,-0.13043,4.19
MELAZA,%,6.00,-0.12854,4.20
MELAZA,%,6.00,-0.12664,4.22
MELAZA,%,6.00,-0.12473,4.24
MELAZA,%,6.00,-0.12281,4.25
MELAZA,%,6.00,-0.12088,4.26
MELAZA,%,6.00,-0.11894,4.28
MELAZA,%,6.00,-0.117,4.29
MELAZA,%,6.00,-0.11504,4.30
MELAZA,%,6.00,-0.11308,4.32
MELAZA,%,6.00,-0.11111,4.33
MELAZA,%,6.00,-0.10913,4.34
MELAZA,%,6.00,-0.10714,4.36
MELAZA,%,6.00,-0.10515,4.37
MELAZA,%,6.00,-0.10314,4.39
MELAZA,%,6.00,-0.10112,4.40
MELAZA,%,6.00,-0.0991,4.41
MELAZA,%,6.00,-0.09707,4.42
MELAZA,%,6.00,-0.09502,4.43
MELAZA,%,6.00,-0.09297,4.45
MELAZA,%,6.00,-0.09091,4.47
MELAZA,%,6.00,-0.08884,4.48
MELAZA,%,6.00,-0.08676,4.49
MELAZA,%,6.00,-0.08467,4.51
MELAZA,%,6.00,-0.08257,4.54
MELAZA,%,6.00,-0.08046,4.56
MELAZA,%,6.00,-0.07834,4.58
MELAZA,%,6.00,-0.07621,4.60
MELAZA,%,6.00,-0.07407,4.62
MELAZA,%,6.00,-0.07193,4.63
MELAZA,%,6.00,-0.06977,4.64
MELAZA,%,6.00,-0.0676,4.67
MELAZA,%,6.00,-0.06542,4.68
MELAZA,%,6.00,-0.06323,4.69
MELAZA,%,6.00,-0.06103,4.71
MELAZA,%,6.00,-0.05882,4.74
MELAZA,%,6.00,-0.0566,4.77
MELAZA,%,6.00,-0.05437,4.78
MELAZA,%,6.00,-0.05213,4.79
MELAZA,%,6.00,-0.04988,4.80
MELAZA,%,6.00,-0.04762,4.83
MELAZA,%,6.00,-0.04535,4.85
MELAZA,%,6.00,-0.04306,4.88
MELAZA,%,6.00,-0.04077,4.91
MELAZA,%,6.00,-0.03846,4.93
MELAZA,%,6.00,-0.03614,4.95
MELAZA,%,6.00,-0.03382,4.96
MELAZA,%,6.00,-0.03148,4.98
MELAZA,%,6.00,-0.02913,5.01
MELAZA,%,6.00,-0.02676,5.05
MELAZA,%,6.00,-0.02439,5.09
MELAZA,%,6.00,-0.022,5.11
MELAZA,%,6.00,-0.01961,5.13
MELAZA,%,6.00,-0.0172,5.18
MELAZA,%,6.00,-0.01478,5.23
MELAZA,%,6.00,-0.01235,5.24
MELAZA,%,6.00,-0.0099,5.28
MELAZA,%,6.00,-0.00744,5.31
MELAZA,%,6.00,-0.00498,5.34
MELAZA,%,6.00,-0.00249,5.37
MELAZA,%,6.00,0,5.41
MELAZA,%,6.00,0.00249,5.57
MELAZA,%,6.00,0.00498,5.64
MELAZA,%,6.00,0.00744,5.72
MELAZA,%,6.00,0.0099,5.81
MELAZA,%,6.00,0.01235,5.91
MELAZA,%,6.00,0.01478,5.98
MELAZA,%,6.00,0.0172,6.06
MELAZA,%,6.00,0.01961,6.18
MELAZA,%,6.00,0.022,6.30
MELAZA,%,6.00,0.02439,6.42
MELAZA,%,6.00,0.02676,6.62
MELAZA,%,6.00,0.02913,6.78
MELAZA,%,6.00,0.03148,6.94
MELAZA,%,6.00,0.03382,7.05
MELAZA,%,6.00,0.03614,7.23
MELAZA,%,6.00,0.03846,7.32
MELAZA,%,6.00,0.04077,7.43
MELAZA,%,6.00,0.04306,7.53
MELAZA,%,6.00,0.04535,7.61
MELAZA,%,6.00,0.04762,7.75
MELAZA,%,6.00,0.04988,7.87
MELAZA,%,6.00,0.05213,8.01
MELAZA,%,6.00,0.05437,8.17
MELAZA,%,6.00,0.0566,8.29
MELAZA,%,6.00,0.05882,8.40
MELAZA,%,6.00,0.06103,8.53
MELAZA,%,6.00,0.06323,8.64
MELAZA,%,6.00,0.06542,8.74
MELAZA,%,6.00,0.0676,8.83
MELAZA,%,6.00,0.06977,8.93
MELAZA,%,6.00,0.07193,8.95
MELAZA,%,6.00,0.07407,9.00
MELAZA,%,10.00,-0.31507,3.00
MELAZA,%,10.00,-0.31389,3.01
MELAZA,%,10.00,-0.31271,3.01
MELAZA,%,10.00,-0.31153,3.02
MELAZA,%,10.00,-0.31034,3.02
MELAZA,%,10.00,-0.30915,3.03
MELAZA,%,10.00,-0.30796,3.03
MELAZA,%,10.00,-0.30676,3.04
MELAZA,%,10.00,-0.30556,3.04
MELAZA,%,10.00,-0.30435,3.05
MELAZA,%,10.00,-0.30314,3.06
MELAZA,%,10.00,-0.30192,3.07
MELAZA,%,10.00,-0.3007,3.08
MELAZA,%,10.00,-0.29947,3.09
MELAZA,%,10.00,-0.29825,3.10
MELAZA,%,10.00,-0.29701,3.11
MELAZA,%,10.00,-0.29577,3.12
MELAZA,%,10.00,-0.29453,3.12
MELAZA,%,10.00,-0.29329,3.13
MELAZA,%,10.00,-0.29204,3.14
MELAZA,%,10.00,-0.29078,3.15
MELAZA,%,10.00,-0.28952,3.16
MELAZA,%,10.00,-0.28826,3.16
MELAZA,%,10.00,-0.28699,3.17
MELAZA,%,10.00,-0.28571,3.18
MELAZA,%,10.00,-0.28444,3.19
MELAZA,%,10.00,-0.28315,3.20
MELAZA,%,10.00,-0.28187,3.21
MELAZA,%,10.00,-0.28058,3.22
MELAZA,%,10.00,-0.27928,3.22
MELAZA,%,10.00,-0.27798,3.23
MELAZA,%,10.00,-0.27667,3.24
MELAZA,%,10.00,-0.27536,3.24
MELAZA,%,10.00,-0.27405,3.25
MELAZA,%,10.00,-0.27273,3.25
MELAZA,%,10.00,-0.2714,3.26
MELAZA,%,10.00,-0.27007,3.27
MELAZA,%,10.00,-0.26874,3.27
MELAZA,%,10.00,-0.2674,3.28
MELAZA,%,10.00,-0.26606,3.29
MELAZA,%,10.00,-0.26471,3.30
MELAZA,%,10.00,-0.26335,3.31
MELAZA,%,10.00,-0.26199,3.31
MELAZA,%,10.00,-0.26063,3.32
MELAZA,%,10.00,-0.25926,3.33
MELAZA,%,10.00,-0.25788,3.34
MELAZA,%,10.00,-0.25651,3.35
MELAZA,%,10.00,-0.25512,3.35
MELAZA,%,10.00,-0.25373,3.36
MELAZA,%,10.00,-0.25234,3.37
MELAZA,%,10.00,-0.25094,3.38
MELAZA,%,10.00,-0.24953,3.39
MELAZA,%,10.00,-0.24812,3.40
MELAZA,%,10.00,-0.2467,3.41
MELAZA,%,10.00,-0.24528,3.41
MELAZA,%,10.00,-0.24386,3.42
MELAZA,%,10.00,-0.24242,3.42
MELAZA,%,10.00,-0.24099,3.43
MELAZA,%,10.00,-0.23954,3.44
MELAZA,%,10.00,-0.2381,3.45
MELAZA,%,10.00,-0.23664,3.46
MELAZA,%,10.00,-0.23518,3.46
MELAZA,%,10.00,-0.23372,3.47
MELAZA,%,10.00,-0.23225,3.47
MELAZA,%,10.00,-0.23077,3.48
MELAZA,%,10.00,-0.22929,3.49
